Proteomics,P_Value,Medians,Cancer
ARMH3,5.766739162739872e-07,-0.4051337799246164,Gbm
DCTN1,1.5008898009485894e-05,-0.38298750640634,Gbm
ATE1,0.00022507201402167902,-0.3782040342065589,Gbm
DCTN4,0.0002501062995320566,-0.3621403649312675,Gbm
FAM49B,0.00027671583169833593,-0.5683652465577332,Gbm
ELMO1,0.0006218184807157023,-0.7064987971360025,Gbm
MMS19,0.0006290790774708202,-0.32428672480430704,Gbm
GLTP,0.0006805341361772173,-0.6862168284505473,Gbm
USP39,0.0014783273425505812,0.4197656966513674,Gbm
RAB8B,0.0016088715372960453,-0.446976426090049,Gbm
ACTR10,0.0019395010266764735,-0.4656434974143857,Gbm
XPNPEP1,0.0022405951233284,-0.2150913992486652,Gbm
PRPF6,0.0025129373062138397,0.3918699551897835,Gbm
PCM1,0.0025531116976906607,0.3543201136800785,Gbm
WDFY4,0.0025683947807317,-0.6357060889969898,Gbm
NPL,0.0031721831196860587,-1.0864863938518778,Gbm
TPR,0.0033390661272569263,0.3313253556014946,Gbm
PUS7,0.003449219476266681,0.439167885477694,Gbm
NSUN2,0.0034805828228218405,0.3148783620022745,Gbm
SLK,0.0035063163241749943,-0.3057573605529692,Gbm
SHOC2,0.0035304824797374548,-0.2647367226213155,Gbm
ACTR1B,0.003689626867109242,-0.41813265559164303,Gbm
C1orf35,0.004164992959558165,0.4916685378345887,Gbm
NCL,0.004183823723018247,0.3727680272599479,Gbm
AKAP8,0.005022234494539074,0.2991444851364289,Gbm
PWP2,0.005446540676141593,0.3155941335395533,Gbm
CHUK,0.00571509502432925,-0.24222427037246705,Gbm
ATAD1,0.005723145328574182,-0.4148124099032907,Gbm
ANK3,0.005787091539086074,-0.8955846189519945,Gbm
CDK11B,0.005877963828285866,0.3822677464116973,Gbm
DDX39A,0.005888709255126677,0.4731640685429175,Gbm
XPO1,0.005969822792178596,0.2800925368014751,Gbm
NOM1,0.00729868818689923,0.4724276027527993,Gbm
PRKCB,0.0075987241844978565,-1.0374849101017891,Gbm
TTC27,0.007711830522368637,0.3084644554963813,Gbm
ADAR,0.007811936172022324,0.32962920125437345,Gbm
CHTF8,0.008144125966943964,0.555404214789192,Gbm
KIF1C,0.008343559491953041,-0.36486659320474735,Gbm
PARP1,0.00847241799930448,0.471833939748412,Gbm
IFT43,0.008543802429726558,0.3321961336161946,Gbm
ARFGEF3,0.009005239056263045,-0.34245365472806105,Gbm
CHTF18,0.009142585659634932,0.5028870220999511,Gbm
SYMPK,0.009623405829443234,0.2204054086720217,Gbm
DDX56,0.009623405829443234,0.3418367527678305,Gbm
RFC2,0.009631959400847413,0.3782538249394579,Gbm
NUF2,0.009779796927380836,0.9999421535022296,Gbm
GMPS,0.010082174639402024,0.2208846086494849,Gbm
ZC3H8,0.01019492340593924,0.5908845175922409,Gbm
RPS6KA1,0.010292737345001642,-0.4515410293326306,Gbm
GPSM3,0.010430165846308015,-0.7155752855446255,Gbm
WDR75,0.010527383550919915,0.3446410700893575,Gbm
TBL3,0.010600092874037764,0.30709273672573606,Gbm
GPATCH4,0.010622280995051372,0.3943254123832941,Gbm
BYSL,0.011199037594675266,0.36213634995655397,Gbm
CAD,0.011294298478233,0.3463693845816559,Gbm
ESF1,0.0114968292558395,0.2973563469806185,Gbm
CMTR1,0.011497898284167862,0.2899215084873849,Gbm
POLR2B,0.011864449502759977,0.20851717576304668,Gbm
XPO5,0.012192514333584654,0.4737716799557895,Gbm
CDK9,0.012350672435651806,0.243032799882742,Gbm
TOPBP1,0.012648620550200405,0.4930731012212592,Gbm
ZGPAT,0.012701550306245668,0.44895808118682506,Gbm
EEF1D,0.012799868602462886,0.2699140107028761,Gbm
CIP2A,0.013739162942646469,0.4889281993958549,Gbm
HARS,0.013825464812801476,0.1911459052052181,Gbm
PDCD2L,0.013871793017060364,0.27034150260927026,Gbm
LSG1,0.014544623818316869,0.26064478349207565,Gbm
CENPF,0.01716066497188983,0.553913767962281,Gbm
NUP155,0.01755015415488094,0.1971794310287357,Gbm
SEC24C,0.0181200311937496,-0.1869172501453155,Gbm
HEATR1,0.01838063557510512,0.2232163175511196,Gbm
NDC80,0.01842150212857948,0.6414968396665135,Gbm
DNAJC10,0.019609620885785356,0.36763570692739134,Gbm
IFIT2,0.019652651515200268,-0.7672650636777539,Gbm
GYG2,0.019978625030439318,0.672191661771212,Gbm
GMPR2,0.019996902307096883,-0.40417213307594796,Gbm
PES1,0.019996902307096883,0.2655617258376648,Gbm
ST14,0.020460518081604543,-0.6965361102907837,Gbm
EIF5,0.02096339432599481,0.1834428370154012,Gbm
RIF1,0.02129784046390656,0.3605438090469511,Gbm
USP34,0.02129784046390656,0.0641856847997517,Gbm
ORC5,0.02148318968547221,0.2818451747179587,Gbm
TK1,0.022342096025928404,0.4941210733669591,Gbm
OTUD6B,0.023573762510070803,0.2240381518163555,Gbm
ADD3,0.02412971807877844,-0.5386414580340856,Gbm
PPP2R2A,0.02416308916826056,-0.2380595228657875,Gbm
INTS3,0.024568896380288783,0.2435460665439875,Gbm
NAT10,0.024876308810124103,0.29859238152496503,Gbm
PIK3R4,0.02591499473713273,-0.1161756908069092,Gbm
RCSD1,0.026850519947277676,-0.4113534909266669,Gbm
SUPT5H,0.02707533848980724,0.2869431025613922,Gbm
MSH2,0.027504644512379675,0.418563315740096,Gbm
MKNK1,0.028181555132506763,-0.29218795982015705,Gbm
DCAF13,0.02868506997770561,0.21606596596601185,Gbm
AES,0.02890790910894568,0.22599214924356045,Gbm
SETDB1,0.028924371550310208,0.2977313124217778,Gbm
TPX2,0.031690271450523215,0.6401394220665911,Gbm
CORO1A,0.03343957499873673,-0.5579222178984841,Gbm
SMCHD1,0.03384380665256432,0.3047637119332233,Gbm
UBR5,0.03407601382269014,0.16513349247943587,Gbm
KLC2,0.034396297620616245,-0.3066167958236945,Gbm
WDR46,0.03460397957962893,0.15138309018559842,Gbm
IMP4,0.03547216794773516,0.20620834260961995,Gbm
AATF,0.03605415287516989,0.213864307793648,Gbm
CMSS1,0.03605415287516989,0.28723233289234495,Gbm
WAS,0.0363437727274728,-0.6743393141172237,Gbm
RNMT,0.036948424311803764,0.2646665971763835,Gbm
MSH6,0.03712457748885479,0.4612364276419655,Gbm
REXO4,0.0378865502561303,0.3398215641413451,Gbm
RAE1,0.0378865502561303,0.1144436944646599,Gbm
FXR1,0.0378865502561303,0.2126926095671966,Gbm
BUB1B,0.040029812841248937,0.7047770769727354,Gbm
USP14,0.04099568425117208,-0.1803574340671751,Gbm
TOP2A,0.04106140928263341,0.7883636423338887,Gbm
URB1,0.04294464215601112,0.2220723638068075,Gbm
VSIR,0.04350027956237683,-0.6686236728976191,Gbm
WDR12,0.04473972574081375,0.33018191275900105,Gbm
IMP3,0.04509667945965401,0.18003683864954484,Gbm
ATAD2,0.04607705268645846,0.3952751189992175,Gbm
COQ5,0.046222202521798005,-0.1562102464339644,Gbm
CPSF1,0.046757791553882856,0.2010405362557463,Gbm
NAP1L4,0.046870508734534834,0.2292218015887883,Gbm
TWF1,0.047689909316543815,0.263355614289474,Gbm
KLC4,0.04810782683621545,-0.16497176470947028,Gbm
PTPRC,0.048136607030724365,-0.7154191102700831,Gbm
RUNDC1,0.049042363409471414,-0.1977736698905263,Gbm
MORC2,0.049680683896234326,0.32759730153347194,Gbm
FMNL1,0.050219290490916516,-0.5517590180908061,Gbm
NFKB2,0.055123250727149686,-0.3785405070906003,Gbm
CD48,0.05590299924538871,-0.43382257838000704,Gbm
CD53,0.06096475132417424,-0.5878964430192591,Gbm
GNAI2,0.06488289869173278,-0.2703207561447355,Gbm
FERMT3,0.06588398419936814,-0.6316389760215577,Gbm
ARHGAP30,0.06715769621820339,-0.5954199247934148,Gbm
CD4,0.07612641829765561,-0.5867339914023564,Gbm
PSTPIP1,0.0970101297910112,-0.4912458360792896,Gbm
ARHGAP25,0.1229964150738708,-0.3012096366689542,Gbm
SPN,0.1361291825250451,-0.3993290273527542,Gbm
ACAP2,0.13904537570670805,-0.2145886849687825,Gbm
CD2,0.19158047303254191,-0.3929928385589807,Gbm
